Unnamed: 0.2,A_ID,B_ID,preA_ID,preB_ID,symbol,Protein_A,Protein_B,model_1_multimer_score(iptm+ptm),model_1_multimer_score(iptm),model_1_multimer_score(ptm),A template,B template,symbol_r
920,Q9NR30,P23769,DDX21,GATA2,Q9NR30__P23769,Q9NR30,P23769,0.21400000476837158,0.15000000596046448,0.47,"['5ivl_A', '5ivl_B', '6y5q_p', '6qx9_5X', '6qw6_5X', '5e7i_C', '5e7j_A', '2i4i_A', '6l5n_A', '6l5o_A', '4kbf_B', '6o5f_A', '4d25_A', '4d26_A', '6uv1_A', '6uv2_A', '6uv3_A', '4nho_A', '2db3_B', '6qw6_5X']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q9NR30
921,Q9UHX1,P16220,PUF60,CREB1,P16220__Q9UHX1,P16220,Q9UHX1,0.1599999978542328,0.11999999731779099,0.32,"['6iak_F', '5zk1_A', '1dh3_A', '2e42_B', '5vpe_C', '6uci_D', '1a02_J', '1a02_F', '5t01_A', '2wt7_A', '6iak_D', '1t2k_D', '1t2k_C', '2dgc_A', '1s9k_E', '1ysa_C', '2lxt_C']","['6r5k_H', '2kxh_A', '5kw6_A', '7dvq_4', '5mmj_v', '5mmm_v', '6r5k_H', '6y53_o', '5x8p_v', '5x8r_v', '6r5k_H', '2lyv_A', '1po6_A', '4f02_A', '1ha1_A', '1l3k_A', '5ho4_A', '1cvj_A', '1cvj_B', '1fxl_A']",Q9UHX1__P16220
922,Q9BSK0,P42574,MARVELD1,CASP3,Q9BSK0__P42574,Q9BSK0,P42574,0.20599999618530274,0.12999999523162842,0.51,[],"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_A', '5jft_B', '2j30_A', '2j32_A', '1nms_B', '1gqf_B', '1i4o_B', '1m72_C', '1m72_A', '4jr2_B', '4hva_B', '3sir_A', '3sir_D']",P42574__Q9BSK0
923,Q9BQG0,P23769,MYBBP1A,GATA2,Q9BQG0__P23769,Q9BQG0,P23769,0.23799999713897707,0.1599999964237213,0.55,"['6rxu_UT', '6rxv_UT', '6rxu_UT', '6rxv_UT', '6rxu_UT', '6rxv_UT', '7vop_S', '7vop_S']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q9BQG0
924,P40926,P01106,MDH2,MYC,P01106__P40926,P01106,P40926,0.18799999785423283,0.11999999731779099,0.46,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['2dfd_B', '1mld_D', '5zi2_A', '7nrz_F', '1smk_E', '1ib6_B', '3hhp_D', '5kka_A', '4bgv_C', '4i9h_D', '5w8j_D', '5w8k_B', '1a5z_A', '7aob_D', '3tl2_A', '4plf_A', '4plf_B', '4plg_A', '1guz_C', '1gv0_B']",P40926__P01106
925,P12109,P23769,COL6A1,GATA2,P23769__P12109,P23769,P12109,0.17000000047683717,0.14000000059604645,0.29,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['4cn9_A', '4cn9_B', '4cn9_A', '4cn9_B', '4neh_A', '4cn9_A', '4cn9_B', '5e6u_A', '5e6s_C', '4neh_A', '4neh_A', '5e6u_A', '2b2x_B', '1n3y_A', '4oku_B', '5e6s_C', '1idn_2', '1mf7_A', '4oku_A', '4okr_B']",P12109__P23769
926,Q14728,P01100,MFSD10,FOS,P01100__Q14728,P01100,Q14728,0.21399999618530274,0.12999999523162842,0.55,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['7bc6_A', '6s4m_A', '6zgs_A', '6zgt_A', '6vrz_A', '4zp0_A', '6e9c_A', '6e8j_A', '4gbz_A', '4gc0_A', '4lds_A', '7q0m_A', '2gfp_A', '4w6v_A', '7d5p_B', '7d5q_B', '3wdo_A', '4yb9_D', '5eqg_A', '6tha_A']",Q14728__P01100
927,P10515,P18846,DLAT,ATF1,P10515__P18846,P10515,P18846,0.17199999618530276,0.12999999523162842,0.34,"['7b9k_A', '6zlm_L', '6zlo_D', '6h55_A', '6ct0_0', '6zzl_A', '6zzl_B', '3b8k_A', '6h60_A', '6h05_A', '3mae_B', '7q5q_A', '2ii3_H', '2ii4_B', '1scz_A', '6pbr_C', '1b5s_E', '7b9k_A', '3dv0_J', '3dv0_I']","['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']",P18846__P10515
928,Q00839,Q07869,HNRNPU,PPARA,Q07869__Q00839,Q07869,Q00839,error,error,error,error,error,Q00839__Q07869
929,Q96QD9,P01100,FYTTD1,FOS,P01100__Q96QD9,P01100,Q96QD9,0.1200000011920929,0.10000000149011612,0.2,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",['2f3j_A'],Q96QD9__P01100
930,Q6P2Q9,P49715,PRPF8,CEBPA,Q6P2Q9__P49715,Q6P2Q9,P49715,error,error,error,error,error,P49715__Q6P2Q9
931,P00491,P10242,PNP,MYB,P00491__P10242,P00491,P10242,0.16199999952316285,0.10999999940395355,0.37,"['2p4s_A', '1ula_A', '4ear_A', '3ggs_B', '3e9r_A', '4lna_A', '4m1e_A', '4m1e_D', '4nsn_B', '3khs_B', '3fuc_A', '6tk9_E', '5ko5_A', '5ko6_A', '6bb7_A', '4ns1_C', '1tcv_A', '3lba_A', '3la8_A', '1vmk_A']","['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']",P10242__P00491
932,P27816,P23769,MAP4,GATA2,P23769__P27816,P23769,P27816,0.1939999980926514,0.1899999976158142,0.21,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']","['6cvj_D', '7pqc_O', '6cvj_D', '6cvj_D', '7pqc_O', '7pqc_O', '7p6d_B', '7p6d_B', '7p6d_B', '6vh7_G', '7pqc_O', '6cvj_D', '6gx5_B', '6gx5_B', '6gx5_B', '6vh7_G', '6vh7_G', '7p6d_B', '6vi3_F', '5o3l_I']",P27816__P23769
933,Q8WU90,P49715,ZC3H15,CEBPA,P49715__Q8WU90,P49715,Q8WU90,0.1260000011920929,0.10000000149011612,0.23,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['7rr5_T', '4a9a_C', '5elh_A', '5elh_B', '7dco_M', '5elk_A', '4yh8_A', '6fbs_C', '6fuw_C', '4ii1_B', '3jb9_Y', '5elh_A', '5elh_B', '7dvq_M', '7rr5_T', '6dnh_C', '4yh8_A', '1rgo_A', '5elk_A', '2d9n_A']",Q8WU90__P49715
934,Q99798,P01100,ACO2,FOS,Q99798__P01100,Q99798,P01100,0.24600000047683718,0.14000000059604645,0.67,"['1c96_A', '2b3x_A', '2b3y_B', '3snp_A', '6vcd_A', '4kp1_A', '4kp2_A', '4nqy_A', '1l5j_B', '1l5j_B', '3vba_A', '2pkp_A', '1v7l_B', '3q3w_B', '3q3w_A', '2hcu_A', '3h5j_A']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__Q99798
935,P48729,P40763,CSNK1A1,STAT3,P40763__P48729,P40763,P48729,0.3780000104904175,0.33000001311302185,0.57,"['1yvl_B', '6ux2_A', '1bg1_A', '4e68_A', '6njs_A', '7nuf_A', '1y1u_B', '6mbz_A', '5d39_A', '4y5u_A', '1uus_A', '1uur_A', '6wcz_A', '5oen_B', '4zia_D', '3wwt_A', '1bgf_A', '4zia_C', '6amw_A', '2cs0_A']","['3sv0_A', '6gzd_A', '5fqd_C', '6rcg_A', '6rch_A', '6gzm_B', '6pxn_B', '5x18_B', '2izr_A', '5czo_B', '5cyz_A', '2csn_A', '1csn_A', '1eh4_B', '4nfn_A', '4btj_A', '4btj_B', '7q8z_B', '4nt4_A', '4btk_A']",P48729__P40763
936,P59998,P10242,ARPC4,MYB,P10242__P59998,P10242,P59998,0.28800000095367434,0.2800000011920929,0.32,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['6w17_F', '3dwl_F', '4xei_F', '1k8k_F', '4jd2_F', '4jd2_F', '4xei_F', '6w17_F', '3dwl_F']",P59998__P10242
937,O15511,P35221,ARPC5,CTNNA1,O15511__P35221,O15511,P35221,0.20799999785423282,0.11999999731779099,0.56,"['6yw6_G', '7jpn_G', '4jd2_G', '1k8k_G', '6w17_G', '3dwl_L', '6w17_G', '6yw6_G']","['6upv_L', '4igg_B', '6bfi_B', '6bfi_A', '6nr7_A', '6upw_L', '1tr2_B', '6o3e_B', '6o3e_A', '6bfi_B', '6bfi_A', '5xfl_C', '5xfl_D', '5h5m_A', '6o3e_B', '6o3e_A', '5h5m_B', '6bfi_B', '6bfi_A', '6o3e_B']",P35221__O15511
938,P50402,Q9Y2D1,EMD,ATF5,Q9Y2D1__P50402,Q9Y2D1,P50402,0.18600000143051149,0.17000000178813934,0.25,"['6irr_A', '5vpe_C', '6uci_D', '1t2k_D', '1ci6_A', '6irr_A']","['1jei_A', '7ndy_G', '1h9f_A', '1gjj_A', '6ghd_H', '2odc_I', '6rpr_G', '1gjj_A', '1gjj_A', '1h9f_A']",P50402__Q9Y2D1
939,P34741,P15336,SDC2,ATF2,P15336__P34741,P15336,P34741,0.1359999978542328,0.11999999731779099,0.2,"['2i13_A', '2i13_B', '2rpc_A', '6ml4_A', '1tf6_D', '2jpa_A', '1ubd_C', '6b0o_D', '5ei9_F', '5kl3_A', '5kl4_A', '2ebt_A', '2rpc_A', '1tf6_D', '5egb_A', '1mey_F', '5ke7_A', '5kl4_A', '5kl3_A', '2i13_A']",['6ith_A'],P34741__P15336
940,P55265,P23769,ADAR,GATA2,P55265__P23769,P55265,P23769,0.3200000095367432,0.30000001192092896,0.4,"['6vff_B', '6vff_A', '5ed1_D', '1zy7_A', '1qu6_A', '6sdw_A', '5n8m_A', '6sdw_A', '5dv7_C', '1qu6_A', '5dv7_C', '2l3j_A', '5n8m_A', '2l3j_A', '6v5b_B', '2n3f_A', '2yt4_A', '6v5b_B', '2n3f_A', '2yt4_A']","['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__P55265
941,O96008,P42574,TOMM40,CASP3,O96008__P42574,O96008,P42574,0.2819999957084656,0.23999999463558197,0.45,"['7cp9_I', '7ck6_B', '6ucv_a', '6ucu_I', '5o8o_A', '6ucv_a', '6ucu_I', '6ucu_I', '6ucv_a', '5o8o_A', '5o8o_A', '7ck6_B', '7cp9_I', '7ck6_B', '7cp9_I', '6ucu_I', '6ucv_a', '5o8o_A']","['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']",P42574__O96008
942,Q15393,P01100,SF3B3,FOS,Q15393__P01100,Q15393,P01100,0.27799999713897705,0.1599999964237213,0.75,"['5ife_A', '7dvq_3', '5hy7_A', '7dco_3', '2hye_A', '5jk7_A', '6urg_A', '6f9n_A', '3ei3_A', '6eoj_A', '7b9c_A', '7b0i_A', '6h0f_J', '6ud7_B', '5fqd_A', '2b5n_B', '2b5n_D', '7mqa_LQ', '6rxt_UA', '6rxu_UA']","['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']",P01100__Q15393
943,Q9NYL4,P01100,FKBP11,FOS,P01100__Q9NYL4,P01100,Q9NYL4,0.1519999978542328,0.11999999731779099,0.28,"['6mg1_A', '6mg2_B', '1hjb_D', '1io4_B', '1hjb_A', '2e42_B', '5vpe_C', '6uci_D', '1h89_A', '2wt7_A', '5t01_A', '1t2k_D', '1t2k_C', '1ci6_A', '1a02_F', '5zk1_A', '1s9k_D', '1a02_J', '1dh3_A', '1s9k_E']","['4lay_A', '4giv_A', '4lax_A', '3uf8_A', '4tw8_A', '4lav_B', '5hwb_B', '6vcv_A', '6rcy_A', '2y78_A', '5hua_A', '3jxv_A', '2lgo_A', '4dz3_B', '4dz2_A', '3jym_B', '3jym_B', '3jxv_A', '4lay_A', '4lax_A']",Q9NYL4__P01100
944,P07384,P10242,CAPN1,MYB,P10242__P07384,P10242,P07384,0.2700000023841858,0.20000000298023224,0.55,"['6id0_L', '6id1_L', '1h88_C', '5wsg_c', '7dco_L', '5gmk_c', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '6id0_L', '6id1_L', '1h8a_C', '3jb9_W']","['1kfu_L', '3bow_A', '1qxp_B', '2r9c_A', '2r9f_A', '1zcm_A', '2nqa_B', '2nqa_A', '6bdt_C', '2p0r_A', '6p3q_B', '6bdt_A', '1ziv_A', '4phn_B', '4usl_A', '4phj_A', '4wq2_A', '5mra_D', '4okh_A', '4upg_A']",P07384__P10242
945,Q8WZA1,P42574,POMGNT1,CASP3,P42574__Q8WZA1,P42574,Q8WZA1,0.3400000085830689,0.27000001072883606,0.62,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['5ggi_B', '5ggf_C', '5ggi_A', '2apc_A', '1fo8_A', '5vcm_B', '2z86_C', '2z86_B', '2z87_A', '5vcm_A', '5vcr_B', '2z86_B', '2z86_C', '2z87_A', '5hea_B', '5hec_A', '5ggl_A', '5ggn_A', '2yoq_C', '2yop_C']",Q8WZA1__P42574
946,Q9BUJ2,P49715,HNRNPUL1,CEBPA,Q9BUJ2__P49715,Q9BUJ2,P49715,error,error,error,error,error,P49715__Q9BUJ2
947,Q86UP2,P23769,KTN1,GATA2,Q86UP2__P23769,Q86UP2,P23769,0.16800000476837157,0.15000000596046448,0.24,[],"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",P23769__Q86UP2
948,P07203,P04626,GPX1,ERBB2,P04626__P07203,P04626,P07203,0.32799999332427976,0.28999999165534973,0.48,"['7mn5_B', '7mn8_B', '7sz0_B', '7syd_A', '7mn6_A', '7mn5_A', '6j71_A', '3qwq_A', '3njp_B', '4uv7_A', '2ahx_B', '2ahx_A', '4leo_C', '3u7u_D', '4p59_A', '1m6b_B', '5my6_A', '3wsq_A', '2a91_A', '3p11_A']","['1gp1_A', '2f8a_B', '2gs3_A', '6elw_A', '2r37_A', '6hn3_A', '5h5r_A', '3dwv_B', '2rm5_A', '2v1m_A', '2p5r_B', '2p5q_D', '3cyn_B', '3kij_B', '3e0u_A', '2p31_A', '4nmu_A', '3cmi_A', '6vpd_A', '3gl3_A']",P07203__P04626
949,O14684,Q9Y2D1,PTGES,ATF5,O14684__Q9Y2D1,O14684,Q9Y2D1,0.17999999618530277,0.12999999523162842,0.38,"['4al0_A', '4yl0_A', '4bpm_A', '5i9k_A', '2h8a_A', '2uui_A', '4bpm_A', '2uui_A', '4yl0_A']","['6irr_A', '5vpe_C', '6uci_D', '1t2k_D', '1ci6_A', '6irr_A']",Q9Y2D1__O14684
950,Q8WVK2,P18846,SNRNP27,ATF1,Q8WVK2__P18846,Q8WVK2,P18846,0.1260000011920929,0.10000000149011612,0.23,"['6qw6_X', '6qx9_X', '6ahd_8', '7abg_N']","['6iak_F', '5zk1_A', '1dh3_A', '5vpe_C', '6uci_D', '3a5t_B', '1a02_J', '1a02_F', '6iak_D', '5t01_A', '1s9k_D', '2wt7_A', '1t2k_D', '2dgc_A', '1t2k_C', '1s9k_E', '1ysa_C', '2lxt_C']",P18846__Q8WVK2
951,O60673,P23769,REV3L,GATA2,O60673__P23769,O60673,P23769,error,error,error,error,error,P23769__O60673
952,Q8NBX0,P01106,SCCPDH,MYC,P01106__Q8NBX0,P01106,Q8NBX0,0.30800000000000005,0.25,0.54,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['4ina_A', '4ina_B', '4rl6_A', '3ic5_A', '1qyc_A', '4r1s_A', '6h0p_A', '6x89_A9', '7a23_T', '6h0n_A', '7m7h_B', '2jl1_A', '7o71_E', '6h0n_B', '7b0n_P', '7v2k_J', '5xth_J', '7v2e_J', '7ar7_P', '7m7i_A']",Q8NBX0__P01106
953,Q14204,P01106,DYNC1H1,MYC,Q14204__P01106,Q14204,P01106,error,error,error,error,error,P01106__Q14204
954,Q9HCY8,P10242,S100A14,MYB,Q9HCY8__P10242,Q9HCY8,P10242,0.33800000286102294,0.3400000035762787,0.33,"['2m0r_B', '7nmi_B', '2k8m_B', '2egd_A', '7nmi_B', '6zdy_A', '4ggf_V', '5i8n_B', '4hrg_A', '2y5i_B', '2y5i_D', '2luc_A', '2k2f_B', '5k89_C', '1a4p_A', '4ftg_A', '2mjw_B', '5d7f_B', '1j55_A', '4pe0_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q9HCY8
955,O43772,P42574,SLC25A20,CASP3,P42574__O43772,P42574,O43772,0.21600000476837158,0.15000000596046448,0.48,"['4fdl_B', '1f1j_A', '5ibp_A', '2nn3_C', '2nn3_D', '4qu9_A', '4jje_A', '5jft_B', '5jft_A', '2j30_A', '2j32_A', '1nms_B', '1i4o_B', '1gqf_B', '1m72_C', '4jr2_B', '1m72_A', '4hva_B', '3sir_A', '3sir_D']","['6gci_A', '4c9h_B', '4c9g_A', '2lck_A', '1okc_A', '2c3e_A', '6gci_A', '6gci_A', '2lck_A', '2lck_A', '1okc_A', '2c3e_A', '4c9h_B', '4c9g_A', '4c9h_B', '4c9g_A', '1okc_A', '2c3e_A', '6gci_A', '1okc_A']",O43772__P42574
956,P62316,Q07869,SNRPD2,PPARA,Q07869__P62316,Q07869,P62316,0.18200000119209292,0.10000000149011612,0.51,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['3pgw_Y', '3jb9_l', '3jb9_G', '7dco_n', '6n7p_M', '4f7u_D', '3pgw_B', '6id1_b', '5gm6_g', '5yzg_i', '3cw1_A', '3cw1_J', '1d3b_L', '4wzj_PPP', '6v4x_D', '6qw6_63', '1d3b_B', '6ppq_C', '6ppv_C', '6qdv_k']",P62316__Q07869
957,P31040,P49715,SDHA,CEBPA,P49715__P31040,P49715,P31040,0.47800000572204593,0.4300000071525574,0.67,"['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']","['1yq3_A', '2h88_N', '2bs2_A', '2bs3_A', '2wdq_I', '2ws3_I', '6c12_B', '5xmj_E', '6lum_A', '6n56_A', '6lum_P', '3p4p_M', '7d6v_A', '6b58_A', '7d6x_A', '1knr_A', '5kxj_A', '2e5v_A', '1y0p_A', '1ksu_A']",P31040__P49715
958,Q02413,P10242,DSG1,MYB,Q02413__P10242,Q02413,P10242,0.18600000476837159,0.15000000596046448,0.33,"['1q5c_B', '5eqx_A', '5j5j_A', '5erd_B', '1l3w_A', '3q2v_A', '3q2w_A', '7stz_C', '7a7d_b', '5iry_B', '5j5j_A', '6vg4_A', '5erd_B', '6vg1_A', '5erp_A', '5t9t_A', '5erp_B', '5dzv_A', '5dzv_B', '5szn_A']","['6id0_L', '6id1_L', '1h88_C', '5gmk_c', '5wsg_c', '7dco_L', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '5eyb_A', '5eyb_B', '1h89_C', '3zqc_J', '3zqc_A', '5gmk_c', '1h8a_C', '3jb9_W', '7dco_L', '6id0_L']",P10242__Q02413
959,Q8NBJ5,P01106,COLGALT1,MYC,P01106__Q8NBJ5,P01106,Q8NBJ5,0.27400000238418576,0.20000000298023224,0.57,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['6fxr_A', '6tec_A', '3zf8_A', '2z86_B', '2z86_C', '6yv7_B', '6yv8_A', '6yv9_B', '2z87_A', '2z86_B', '2z86_C', '2z87_A', '5hea_B', '5hec_A', '5tzj_A', '5tzj_C', '5tzk_C', '5tz8_B', '5tz8_C', '6p61_A']",Q8NBJ5__P01106
960,O94874,P23769,UFL1,GATA2,P23769__O94874,P23769,O94874,0.17999999618530277,0.12999999523162842,0.38,"['4hc7_A', '4hc9_A', '1gat_A', '4gat_A', '3dfv_C', '2kae_A', '3dfx_B', '5o9b_A', '4hc7_A', '4hc9_A', '4hc7_A', '4hc9_A', '6zfv_A', '2vus_M', '2vut_P', '1gnf_A', '3dfv_C', '3dfx_B', '4gat_A', '2kae_A']",['7eyb_I'],O94874__P23769
961,Q92499,P01106,DDX1,MYC,P01106__Q92499,P01106,Q92499,0.27999999904632566,0.2199999988079071,0.52,"['6g6k_C', '5i50_B', '1nkp_A', '5i4z_B', '1nkp_B', '1nlw_A', '6g6k_B', '2ypa_A', '6g6j_B', '1am9_C', '1am9_D', '6g1l_A', '1nlw_B', '1nlw_E', '7d8t_B', '1hlo_A', '1an4_A', '7d8s_D', '5g1x_B']","['6qw6_5X', '6qx9_5X', '6y5q_p', '5e7i_C', '5e7j_A', '2i4i_A', '2j0s_A', '6uv1_A', '6uv2_A', '6uv3_A', '6qdv_7', '4nho_A', '6o5f_A', '5zc9_A', '5dtu_A', '2db3_B', '5ivl_A', '5ivl_B', '4xw3_B', '5e7i_C']",Q92499__P01106
962,Q00341,P49715,HDLBP,CEBPA,Q00341__P49715,Q00341,P49715,0.18999999713897706,0.1599999964237213,0.31,"['6rol_A', '6rol_B', '2n8l_A', '2n8l_A', '6rol_A', '6rol_B', '6gqe_A', '2n8l_A', '2jzx_A', '6rol_A', '6rol_B', '6qey_A', '6gqe_A', '6qey_A', '6rol_A', '6rol_B', '2jzx_A', '2anr_A', '2jzx_A', '6qey_A']","['1io4_B', '1hjb_D', '6mg1_A', '6mg2_B', '1hjb_A', '2e42_B', '1h89_A', '5vpe_C', '6uci_D', '1nwq_A', '2wt7_A', '1t2k_D', '1a02_F', '1ysa_C', '2dgc_A']",P49715__Q00341
963,Q86YV9,Q07869,HPS6,PPARA,Q07869__Q86YV9,Q07869,Q86YV9,0.2739999957084656,0.23999999463558197,0.41,"['3e00_D', '3dzy_D', '4nqa_I', '4nqa_B', '3dzy_A', '5uan_B', '4nqa_H', '3e00_A', '4nqa_A', '4iqr_F', '4iqr_E', '3ty0_A', '5u3q_A', '3noa_A', '6fzf_B', '2p54_A', '6lxa_A', '6ms7_A', '4ci5_B', '6fx0_A']","['6bx3_B', '6ven_M', '5jrk_A', '5jrk_B', '6ven_M', '6bx3_B', '3azo_A', '6ven_M', '3azp_A', '2ojh_A']",Q86YV9__Q07869
964,Q9NP81,P18847,SARS2,ATF3,P18847__Q9NP81,P18847,Q9NP81,0.22199999952316285,0.10999999940395355,0.67,"['2e42_B', '5vpe_C', '6uci_D', '2wt7_A', '5t01_A', '1t2k_D', '1ci6_A', '1t2k_C', '1a02_F', '1s9k_D', '5zk1_A', '2dgc_A', '1a02_J', '1dh3_A', '1ysa_C', '1s9k_E']","['1wle_B', '4l87_A', '2zr3_A', '2dq0_A', '6r1m_B', '6rlu_A', '3lss_B', '6h9x_A', '6he3_A', '6r1n_A', '3vbb_E', '6hdz_A', '6rlt_B', '2dq3_A', '6blj_A', '3qne_A', '6x94_A', '6gir_A', '6ote_A', '6he1_B']",Q9NP81__P18847
